Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Family_Communication,Weekend_Usage_Hours,Addiction_Level
2.7,6.6,82,10,2.7,1,2,7,1,0.2,94,11,2.4,2.4,0.3,5,6.1,8.3
7.2,7.5,93,8,0.3,1,3,6,1,0.4,55,6,1.9,3.1,1.1,5,1.2,10.0
3.3,5.2,96,2,1.1,7,3,10,1,1.3,21,12,1.3,1.3,0.3,9,5.4,6.1
5.7,5.8,88,3,0.5,2,5,2,1,1.0,81,15,3.2,2.9,0.8,10,8.6,10.0
2.8,5.1,61,6,1.4,5,4,6,1,1.3,39,5,1.4,1.2,1.4,6,4.6,4.6
7.1,6.2,100,3,0.9,10,7,5,1,0.6,119,10,2.1,1.5,0.9,7,6.5,10.0
3.4,7.9,77,10,0.0,3,6,7,0,1.4,83,20,1.9,2.0,0.8,6,2.8,9.0
5.8,7.1,91,7,2.2,8,6,10,1,0.8,76,14,2.6,1.4,0.7,5,4.8,10.0
3.9,8.9,50,5,0.8,1,5,10,1,1.0,50,17,1.3,1.0,0.6,1,6.9,6.2
6.2,6.2,54,1,0.9,8,10,8,1,1.0,109,7,1.3,2.6,0.0,7,6.3,10.0
0.0,6.7,66,8,1.9,2,6,5,1,0.7,122,7,3.6,1.7,1.3,3,7.3,5.8
5.6,8.8,87,2,0.5,4,5,5,1,1.1,44,18,3.3,2.7,0.7,6,8.3,10.0
2.5,6.6,53,8,1.4,4,10,8,0,0.6,71,9,2.6,0.6,0.9,1,6.3,5.6
8.1,6.4,91,6,0.7,4,8,4,1,1.2,128,19,1.5,2.0,1.9,2,5.2,10.0
3.8,7.2,88,7,1.0,3,2,9,1,1.4,65,12,0.7,1.8,0.9,4,6.2,6.4
9.3,6.3,55,4,1.2,3,1,2,1,1.3,27,17,2.8,2.5,0.0,8,6.6,10.0
0.4,7.5,86,10,1.3,5,1,4,1,1.8,59,11,2.3,2.5,1.0,10,9.3,4.8
3.6,8.3,61,8,0.5,4,8,8,0,1.3,40,9,3.3,2.2,1.7,6,5.6,7.5
4.1,6.4,76,4,1.7,2,3,2,1,1.1,123,20,2.7,2.7,1.1,10,7.3,10.0
2.3,7.2,71,8,1.0,8,9,10,0,0.6,131,15,3.7,1.2,1.0,1,4.2,9.2
4.3,4.9,84,8,2.1,9,7,7,1,1.4,67,10,1.9,1.0,1.4,9,7.1,8.1
4.6,7.3,58,4,0.7,1,10,10,1,0.7,143,20,3.9,2.1,0.4,7,8.6,10.0
6.1,4.8,66,0,1.1,1,3,6,0,1.3,24,20,1.7,2.3,0.0,2,8.1,10.0
3.9,8.0,67,9,2.4,8,1,7,0,0.4,133,17,1.8,2.1,0.2,6,5.8,9.9
3.9,6.6,72,7,0.1,5,1,7,1,1.0,78,8,2.1,0.5,0.0,9,6.1,6.4
3.8,4.8,53,6,1.9,6,1,7,0,0.8,29,7,1.9,1.4,0.0,5,4.7,6.7
2.2,5.1,65,5,2.3,5,4,2,0,0.8,148,12,2.5,1.2,1.1,4,7.7,8.7
3.2,3.0,76,7,1.4,10,4,10,1,1.7,39,17,2.8,1.7,0.2,4,6.5,10.0
6.1,8.0,50,5,0.8,7,2,2,0,1.1,22,14,1.0,1.6,1.4,7,5.9,7.9
7.6,7.2,86,3,1.8,10,3,9,1,1.4,117,10,1.9,1.7,0.7,5,7.5,10.0
4.5,7.3,91,5,0.8,8,1,8,1,1.3,135,13,2.7,2.4,1.4,4,6.7,10.0
5.9,4.9,57,5,0.2,6,1,2,0,1.3,21,19,2.0,2.8,0.3,9,7.9,10.0
2.2,10.0,62,6,1.7,1,1,10,1,1.6,46,14,4.1,3.6,1.3,5,5.2,8.6
5.3,5.7,56,3,0.0,7,5,6,1,0.6,104,9,2.0,1.3,1.5,10,6.9,9.6
3.4,5.6,93,2,1.7,9,3,7,0,1.0,56,15,3.0,2.1,1.2,1,4.8,9.8
6.6,5.1,93,10,0.4,2,3,3,1,0.4,117,7,2.9,3.0,1.5,10,6.5,10.0
6.0,3.0,88,7,0.3,9,10,2,1,0.7,27,8,3.0,1.2,1.1,8,4.7,10.0
4.7,4.6,73,8,0.7,9,10,1,1,0.8,65,15,3.7,1.0,1.3,4,7.0,10.0
5.7,5.4,93,8,0.9,9,10,6,0,0.9,71,12,2.9,0.0,0.0,4,4.2,9.7
3.2,3.6,72,1,0.0,4,2,3,1,1.5,57,8,3.9,2.1,1.0,1,6.2,10.0
2.4,5.6,80,7,1.9,8,7,4,1,1.9,102,11,3.1,1.7,1.1,5,5.7,8.6
4.2,6.0,87,3,1.2,5,7,3,0,0.0,22,7,2.8,1.1,1.5,7,10.6,6.9
7.2,8.4,56,8,0.2,1,8,9,1,1.5,72,14,2.2,3.0,0.1,8,6.0,10.0
4.6,6.7,73,8,0.2,1,10,1,1,1.7,51,7,2.6,0.0,1.0,4,11.8,6.3
1.1,7.0,58,9,1.1,4,5,3,0,0.8,135,10,2.4,3.3,2.1,6,6.6,8.0
4.5,4.4,86,9,1.6,9,10,4,0,1.8,46,13,3.6,0.6,1.5,1,7.7,10.0
1.9,6.2,58,0,1.9,2,9,10,1,1.6,32,14,2.9,3.4,0.0,7,3.6,8.5
4.1,8.5,91,9,0.8,6,2,5,0,0.0,49,15,2.2,1.3,1.9,9,4.7,7.3
7.3,8.1,58,9,0.0,9,9,4,0,0.9,39,18,3.0,0.0,1.9,1,6.3,10.0
9.1,4.7,59,3,1.7,1,10,6,0,0.9,135,19,2.2,2.8,0.6,2,6.7,10.0
4.8,7.8,62,10,2.4,7,6,6,1,0.6,52,12,2.3,2.0,1.5,4,4.1,8.6
5.9,7.5,98,5,1.7,1,4,2,0,1.8,108,18,1.1,0.3,0.3,3,5.6,9.3
4.1,4.2,83,2,0.2,9,7,3,0,0.7,101,6,2.3,0.6,0.1,8,8.5,8.1
1.5,8.6,60,8,1.5,3,8,8,0,1.8,119,15,4.3,3.2,2.2,8,3.2,10.0
5.4,4.7,91,2,1.9,4,10,1,1,1.1,126,13,5.0,1.4,2.6,3,3.8,10.0
2.3,7.1,64,5,0.7,4,5,8,1,1.5,140,18,2.7,0.4,0.6,1,4.5,8.2
5.0,6.5,55,7,1.2,8,9,7,1,1.1,32,9,1.8,3.3,0.0,3,6.4,9.3
4.2,7.9,67,3,0.7,9,7,1,1,0.8,56,19,2.4,1.0,0.7,10,7.4,8.6
0.2,5.4,78,4,1.0,9,8,4,0,1.5,102,14,1.6,0.3,0.4,2,7.7,4.2
8.6,7.4,68,1,1.3,5,5,9,0,0.5,31,5,3.9,2.7,1.5,7,4.4,10.0
4.2,7.0,96,6,0.9,5,9,7,1,0.4,128,8,1.4,1.0,0.7,9,8.1,7.3
4.3,6.0,59,8,0.0,10,2,8,1,0.6,20,19,3.4,2.3,1.6,3,6.5,10.0
5.4,5.1,75,10,0.3,2,2,7,0,1.0,66,19,2.6,0.8,1.6,3,2.8,10.0
6.3,5.3,82,7,0.5,3,6,8,1,0.4,45,19,2.5,3.0,0.2,1,3.7,10.0
7.2,8.4,97,4,1.7,9,4,5,1,1.2,33,11,2.4,4.0,1.6,5,4.8,10.0
6.7,6.6,68,5,0.1,3,3,5,1,1.4,134,14,2.6,2.0,1.6,8,4.8,10.0
7.3,7.1,84,1,0.5,4,2,10,1,1.5,92,13,2.9,2.3,1.0,10,6.0,10.0
5.2,5.3,80,9,0.8,10,2,8,1,1.1,80,14,4.4,3.2,1.8,8,8.8,10.0
5.7,9.9,91,9,0.8,5,7,7,0,0.9,29,14,1.4,2.8,1.5,3,9.2,8.3
4.6,8.8,96,1,1.5,3,8,9,1,1.0,25,14,1.3,2.3,1.2,2,5.0,7.1
3.0,7.8,62,4,0.0,2,7,6,1,0.6,36,14,1.7,2.0,0.6,8,10.6,6.3
3.1,6.8,53,10,1.4,2,7,9,1,0.4,33,15,2.6,1.4,1.1,9,6.8,7.4
4.3,6.5,88,4,0.4,1,4,7,1,1.7,82,9,4.1,2.0,1.3,7,2.8,10.0
4.4,7.0,76,8,0.7,2,7,5,0,1.4,111,20,4.8,1.4,1.0,8,5.7,10.0
10.5,8.0,97,10,2.2,7,9,8,0,1.0,128,16,1.9,0.0,0.9,10,3.7,10.0
2.1,7.6,95,10,1.4,9,4,10,1,1.1,145,11,1.0,1.5,1.0,4,0.9,5.9
5.4,4.2,80,10,0.7,10,5,6,1,1.0,129,20,3.9,1.4,0.3,3,5.3,10.0
4.4,5.2,72,10,1.4,1,9,10,1,0.0,145,13,2.6,0.8,1.8,2,3.3,10.0
1.9,4.6,56,1,2.6,6,6,1,0,1.0,101,15,2.1,2.4,1.8,6,7.0,9.1
6.4,5.8,86,9,0.4,5,6,1,0,0.7,101,14,2.7,1.3,1.7,1,5.1,10.0
4.9,7.1,66,7,2.1,10,1,6,0,0.6,40,18,4.3,3.1,1.2,4,5.2,10.0
4.3,7.3,95,9,2.1,4,3,3,1,0.7,130,16,3.8,0.6,2.5,7,6.2,10.0
6.1,6.6,52,10,0.9,7,4,1,0,0.9,39,18,3.6,1.1,1.0,2,4.1,10.0
3.9,7.7,58,9,0.0,4,7,7,1,0.9,51,16,2.7,1.4,0.8,9,3.4,8.4
6.2,8.3,59,2,1.0,3,1,9,0,0.8,123,16,2.7,2.1,0.8,9,7.5,10.0
3.2,4.2,67,5,0.1,7,2,3,1,1.5,89,9,3.1,1.1,0.9,9,0.7,8.9
3.9,6.3,59,2,0.7,5,2,2,1,1.2,120,18,5.0,4.0,2.5,10,4.3,10.0
9.1,5.8,99,8,2.2,4,7,1,0,1.7,36,16,2.2,2.6,0.0,9,7.6,10.0
2.8,6.4,68,10,0.0,1,7,5,0,1.3,108,17,1.9,0.9,0.6,1,4.4,8.0
8.0,7.5,76,5,0.0,2,4,3,1,0.6,83,9,3.4,1.3,0.7,8,5.9,10.0
6.7,5.9,72,1,1.1,1,3,10,0,1.6,75,16,2.3,2.7,0.3,5,9.3,10.0
5.7,6.7,74,5,1.1,1,6,10,0,1.7,54,5,2.1,3.9,1.0,8,4.9,10.0
7.0,7.0,98,3,1.8,5,1,5,1,0.4,119,15,2.3,1.8,1.9,5,5.6,10.0
7.4,5.4,80,10,0.6,3,9,2,1,0.8,148,19,4.0,0.6,0.5,6,6.2,10.0
6.8,4.6,87,3,0.0,2,4,6,1,1.1,55,6,4.9,2.2,0.8,9,5.6,10.0
8.1,6.9,78,4,0.0,4,1,4,0,0.2,103,12,1.7,1.2,0.4,2,6.8,10.0
4.7,6.8,86,8,1.1,4,2,4,1,0.4,105,5,1.8,0.9,0.7,7,4.6,7.1
7.5,7.8,71,9,0.2,9,7,1,0,1.3,22,8,1.0,0.1,1.5,8,9.0,6.7
3.7,5.8,67,8,1.5,8,1,5,0,1.0,60,20,2.7,1.0,1.5,10,8.6,9.7
5.3,3.4,83,1,0.6,3,6,4,0,1.9,144,12,2.2,1.6,1.1,7,4.9,10.0
5.2,7.8,75,8,4.0,5,9,4,1,1.4,134,15,1.5,1.8,0.2,6,5.7,10.0
2.4,4.2,53,10,1.1,4,7,4,0,0.8,108,10,1.9,1.6,1.1,8,3.9,8.0
0.5,5.3,89,8,1.3,10,9,4,0,0.4,43,5,1.7,1.0,1.1,1,5.3,2.4
7.6,7.9,87,4,0.2,9,3,4,1,0.6,146,14,2.8,1.1,1.9,2,6.4,10.0
7.0,7.1,52,2,0.8,9,4,5,1,1.3,148,6,3.4,0.1,1.2,10,5.7,10.0
3.6,7.8,59,9,0.3,1,7,1,1,1.7,85,16,4.0,1.2,0.7,5,8.1,9.8
6.2,6.3,67,8,1.7,9,6,9,1,1.6,47,20,0.0,1.1,0.5,6,6.2,9.1
8.3,6.9,97,0,0.8,7,9,2,0,1.3,70,7,2.7,1.9,0.8,4,3.7,10.0
6.6,5.9,65,2,1.1,2,7,4,0,0.9,113,16,2.4,2.0,0.7,3,7.0,10.0
6.7,5.2,75,6,2.0,8,4,7,0,0.1,122,16,2.6,1.7,0.5,4,4.2,10.0
4.7,7.9,82,8,0.7,4,6,7,1,1.0,39,15,3.2,2.0,1.0,5,5.5,9.7
5.5,5.3,93,1,0.9,5,10,8,1,0.6,44,18,2.0,0.6,1.1,10,5.9,9.9
4.9,5.9,88,8,0.9,4,8,1,0,1.3,21,20,3.6,0.7,0.5,9,4.6,10.0
6.7,6.5,56,2,0.8,3,7,8,0,1.1,72,5,2.8,1.2,0.0,3,5.1,9.9
7.3,6.6,50,4,2.5,9,10,7,1,1.0,35,15,2.7,0.8,1.0,4,4.5,10.0
4.7,5.0,89,9,0.2,9,2,10,1,0.9,39,8,2.5,1.6,0.7,2,5.7,8.7
5.3,6.8,84,3,1.0,6,4,1,1,1.5,106,11,1.9,1.7,1.4,5,6.2,9.8
7.3,8.1,76,0,2.4,1,1,5,1,1.5,51,8,1.9,1.5,1.6,2,4.9,9.3
5.5,5.3,69,0,0.0,1,7,1,1,0.0,45,12,1.9,1.3,0.9,9,6.6,9.4
2.6,7.2,73,3,0.6,8,9,1,0,0.0,107,9,4.6,1.5,1.4,8,5.9,9.0
2.4,7.1,52,1,2.3,5,4,7,0,0.5,81,18,2.4,0.7,0.7,1,3.5,7.2
4.3,5.8,100,10,0.4,2,1,9,1,0.9,126,15,3.4,1.3,1.2,8,5.0,10.0
1.1,6.8,77,9,1.9,3,9,4,1,1.6,38,19,4.2,3.8,0.0,2,3.7,10.0
5.7,8.6,55,0,0.3,5,6,5,1,1.3,121,6,2.0,2.1,1.7,4,4.4,9.1
6.9,7.9,52,4,3.3,10,2,5,1,0.9,92,10,3.3,1.8,0.9,4,7.9,10.0
2.9,5.9,92,4,1.2,5,9,6,1,0.8,45,6,2.1,0.1,1.3,4,4.3,4.2
4.6,7.4,60,2,0.0,3,9,4,1,0.3,150,6,3.6,2.5,1.9,4,3.7,10.0
5.3,5.9,96,2,0.9,8,3,8,0,0.9,51,15,4.4,1.3,0.2,5,10.2,10.0
3.9,3.7,85,8,0.7,8,2,6,1,1.1,39,19,2.1,1.9,0.8,2,6.2,10.0
5.1,5.5,80,10,1.7,6,6,6,1,0.9,77,6,3.7,1.2,1.0,2,4.8,10.0
4.0,5.1,79,10,0.9,8,9,1,1,2.0,81,17,2.5,2.0,1.0,2,6.0,10.0
8.8,7.7,62,5,1.7,8,6,3,1,0.6,34,18,3.2,1.2,1.5,6,5.6,10.0
1.0,5.9,74,4,1.7,10,6,8,1,1.1,92,20,1.9,2.8,1.7,2,5.0,8.6
5.7,6.2,52,9,1.3,2,8,10,1,1.9,82,5,2.3,1.8,0.7,9,4.1,9.3
5.4,7.0,90,9,0.2,10,10,1,1,1.3,47,17,4.7,1.0,0.8,6,9.5,10.0
4.4,7.6,69,4,1.8,2,7,10,1,2.4,73,17,2.7,1.7,0.0,2,3.3,9.9
6.3,4.4,52,6,0.6,2,1,5,1,0.7,74,7,2.8,1.0,1.5,2,6.9,10.0
7.8,4.6,56,0,1.5,6,10,9,1,0.6,126,6,0.9,2.1,0.9,4,8.2,10.0
2.9,4.9,84,5,0.3,5,1,7,0,1.6,74,9,1.9,1.4,0.8,3,8.8,7.0
4.1,6.7,82,0,0.6,8,6,1,0,1.3,150,6,1.6,0.5,0.2,6,3.4,7.0
5.5,5.5,62,8,0.8,9,4,7,0,0.7,67,18,3.8,2.9,0.0,7,6.7,10.0
8.5,6.7,69,1,1.7,5,2,6,1,1.0,47,10,1.7,1.7,0.9,7,10.4,10.0
3.3,8.0,69,4,1.2,9,9,1,1,0.6,112,6,0.8,2.1,0.9,8,4.2,5.6
3.9,5.8,95,6,1.7,1,6,8,1,0.4,83,19,2.0,1.2,0.0,1,4.6,9.7
5.6,5.2,73,2,3.0,2,1,1,1,0.5,98,11,2.2,0.8,0.3,1,7.8,10.0
0.0,7.0,89,7,1.7,1,4,10,0,1.5,60,7,2.7,0.3,0.9,8,4.4,2.1
4.4,5.4,69,9,0.9,2,8,1,1,1.2,142,18,3.4,1.6,1.1,9,6.6,10.0
5.9,5.0,54,3,0.5,7,10,5,0,1.0,53,10,2.8,0.8,0.0,9,6.1,10.0
3.5,8.0,63,9,1.3,6,7,8,1,0.7,35,13,2.4,0.0,0.5,3,4.7,5.2
4.8,9.5,64,2,1.4,3,1,7,1,0.7,40,17,3.1,3.1,1.5,5,6.6,10.0
3.1,5.6,52,5,0.2,10,2,10,1,1.2,31,6,3.7,3.5,2.2,9,4.2,9.3
3.0,6.1,77,8,0.4,9,5,7,1,0.6,141,13,1.9,2.6,0.6,10,3.1,9.9
3.8,5.2,87,9,2.6,2,8,4,1,0.7,60,13,1.0,1.1,1.1,6,8.7,7.1
4.9,7.7,87,7,0.0,5,5,6,1,1.4,86,11,1.3,2.8,1.0,7,7.4,9.1
8.4,9.3,84,7,1.0,8,3,2,1,1.6,28,7,2.0,1.2,1.0,8,5.0,8.9
2.4,3.4,53,2,1.2,2,4,8,1,1.4,126,5,2.5,2.0,0.1,1,6.0,8.7
4.6,8.7,98,7,1.2,4,6,1,0,1.4,122,10,3.8,1.9,0.2,5,9.5,10.0
5.3,8.4,67,10,0.7,9,4,8,1,0.5,70,18,3.4,0.9,0.7,10,4.9,10.0
5.6,5.3,73,5,0.6,5,4,9,1,2.0,100,9,2.7,0.0,1.1,1,7.8,9.5
5.7,5.6,67,9,0.5,10,8,2,1,0.8,126,9,2.7,0.6,0.3,1,8.5,10.0
2.5,10.0,60,5,1.4,7,10,9,0,0.6,133,17,2.9,1.5,0.1,6,6.1,8.0
3.2,8.5,58,3,1.9,1,3,3,1,0.7,71,11,2.5,0.0,1.5,6,5.3,5.1
6.6,5.5,68,2,2.0,4,2,9,1,1.4,138,19,3.6,0.5,2.1,3,6.7,10.0
2.8,6.0,79,8,0.7,1,8,4,1,0.6,78,5,2.2,1.3,0.4,4,6.7,5.9
4.6,5.1,51,2,1.0,8,7,6,1,1.3,89,17,2.8,0.8,2.1,7,6.8,10.0
6.4,7.3,84,3,0.2,10,6,1,1,0.0,52,12,1.0,2.4,0.0,6,9.2,9.6
3.7,5.7,90,6,0.8,3,6,7,0,0.6,117,20,3.2,1.3,1.6,10,5.5,10.0
6.0,7.5,63,0,0.8,8,10,6,1,0.7,66,16,2.4,1.5,0.7,5,3.8,10.0
6.5,6.9,88,7,1.2,7,5,2,1,1.2,93,19,2.3,2.3,1.7,3,6.1,10.0
4.7,5.5,68,5,0.3,8,1,6,0,1.5,77,8,1.9,1.3,0.0,1,5.5,8.3
4.4,7.8,55,9,1.5,5,3,9,1,1.1,131,15,0.3,1.5,1.4,5,7.5,7.9
3.8,4.3,89,2,0.0,5,6,1,1,0.9,56,19,2.7,1.9,1.9,1,5.0,10.0
9.3,6.9,88,2,0.7,6,2,3,0,1.2,106,9,2.0,0.3,0.9,8,8.6,10.0
3.8,6.2,95,4,0.8,7,1,2,0,1.5,32,9,3.1,1.6,1.4,5,2.1,7.8
4.8,6.4,77,5,0.2,7,3,2,0,1.0,62,18,2.9,1.1,0.1,9,6.1,10.0
4.9,7.0,94,3,1.3,6,9,8,0,0.6,109,13,2.3,0.0,0.0,6,5.4,8.5
5.7,6.0,74,1,0.4,8,3,9,1,1.0,63,20,2.6,0.0,1.7,8,3.3,10.0
5.4,4.9,88,8,1.3,1,7,9,0,1.7,131,8,2.9,1.7,0.2,2,5.4,10.0
6.6,8.0,81,8,1.4,6,4,1,0,0.7,87,17,3.8,2.6,1.0,4,7.1,10.0
6.5,6.0,64,10,0.0,4,5,1,1,1.1,50,6,3.0,1.6,0.2,2,6.2,10.0
7.0,5.3,59,5,0.4,10,8,9,0,0.8,134,11,2.4,1.5,0.4,10,3.5,10.0
4.1,6.8,62,10,1.5,3,8,10,1,1.0,127,15,4.2,1.5,0.3,10,5.3,10.0
3.2,4.3,82,6,0.6,10,3,4,1,1.0,23,11,2.6,2.5,0.9,9,6.9,8.8
5.0,7.2,80,8,0.2,4,4,1,1,1.7,122,16,2.0,2.2,1.2,7,7.4,10.0
4.3,4.0,95,6,1.3,8,6,8,1,0.5,24,13,3.5,2.0,0.0,8,6.9,10.0
5.4,7.8,77,7,0.0,5,4,7,1,1.4,120,12,4.3,0.0,0.4,10,3.1,10.0
3.7,4.2,85,7,1.7,7,2,10,0,2.0,132,6,1.4,1.1,0.1,9,2.0,7.9
5.2,6.1,93,6,0.6,8,8,5,1,0.9,93,11,4.2,2.4,0.3,4,9.3,10.0
2.5,7.6,90,7,0.1,5,2,10,1,1.0,61,7,2.6,1.9,2.4,3,2.1,5.8
4.0,5.7,55,0,1.4,4,5,2,1,1.3,48,18,2.7,3.0,0.7,8,8.3,10.0
7.6,7.0,61,7,2.7,10,3,7,0,1.6,121,5,3.1,1.7,1.9,10,11.6,10.0
4.9,4.7,79,8,1.0,3,4,2,1,1.3,122,12,2.3,1.2,0.6,10,5.0,10.0
2.8,4.4,60,8,0.0,2,4,7,1,1.2,95,9,2.8,0.4,0.5,10,8.1,7.5
0.0,4.5,63,5,0.4,5,10,9,1,0.8,141,18,3.3,0.0,1.0,1,6.1,7.5
2.9,6.7,64,8,0.0,5,7,9,0,1.5,115,14,3.4,1.2,0.4,3,5.1,9.2
4.1,7.1,80,3,0.0,10,8,6,1,0.7,121,17,1.0,0.4,1.1,6,6.2,7.8
8.3,5.7,98,8,0.9,3,9,10,0,1.4,83,7,4.5,0.0,0.8,3,6.1,10.0
0.6,5.7,72,7,0.5,7,2,7,0,1.8,26,7,4.4,2.0,1.0,5,4.5,6.1
5.6,4.7,98,10,0.9,5,5,4,0,0.8,108,16,4.2,3.0,0.4,2,9.1,10.0
6.5,5.6,83,0,1.5,10,4,3,0,1.5,64,11,2.2,2.7,1.0,2,7.3,10.0
5.3,6.1,54,4,1.3,3,4,3,0,0.7,146,6,2.3,2.4,1.1,9,8.0,10.0
4.0,7.5,52,1,1.4,7,4,5,1,0.7,67,14,2.4,1.8,0.5,8,6.9,8.6
11.0,7.7,59,2,0.4,7,7,2,0,2.1,81,10,1.6,1.6,1.4,8,6.2,10.0
6.3,7.5,83,5,1.3,8,10,4,0,1.6,40,14,4.4,1.3,1.2,2,5.7,10.0
0.3,5.8,64,7,0.4,4,9,2,0,0.0,43,18,2.0,1.1,0.7,6,2.7,5.0
4.8,4.7,61,3,0.6,10,1,1,1,1.7,26,12,1.4,2.5,0.9,10,2.9,9.3
4.4,9.1,100,6,0.5,6,2,6,1,1.4,109,11,4.1,0.7,0.8,5,7.2,9.0
6.3,4.3,57,3,1.3,8,7,8,0,0.5,53,15,2.0,2.0,1.1,7,7.8,10.0
6.4,7.3,66,1,2.2,8,7,8,0,0.5,144,11,1.9,0.4,1.9,4,3.9,10.0
4.7,6.4,88,0,1.0,6,8,6,0,1.3,99,13,2.8,1.3,1.6,7,3.6,10.0
4.2,4.1,74,4,1.1,10,6,1,0,0.6,131,11,2.4,1.5,1.1,6,12.4,10.0
5.9,6.3,89,0,0.7,3,6,9,1,1.3,54,19,3.0,2.3,1.4,8,7.5,10.0
8.1,8.2,86,0,1.0,3,6,2,1,1.1,73,19,1.8,2.0,0.0,6,5.9,10.0
6.4,5.2,97,7,1.9,5,2,2,0,1.2,55,13,1.6,0.8,1.1,5,6.7,9.9
5.1,4.2,82,8,0.2,1,7,8,0,1.3,127,20,2.2,2.2,1.5,9,3.2,10.0
5.3,10.0,60,6,2.2,6,1,7,0,1.4,93,17,2.3,0.4,0.5,3,6.3,8.3
5.6,7.7,75,9,0.0,3,9,5,1,0.2,72,14,2.0,1.9,0.7,3,3.1,9.9
6.7,5.2,84,6,1.2,2,10,7,0,1.9,60,19,1.4,1.1,1.4,1,3.6,10.0
3.8,7.0,96,6,1.1,4,5,10,0,1.6,122,8,2.0,0.1,0.7,1,9.6,6.4
3.5,6.6,88,9,1.5,8,6,4,1,0.5,130,20,3.9,2.9,1.3,10,5.5,10.0
4.5,7.6,93,1,1.2,3,9,1,1,1.3,70,13,1.7,1.2,0.7,4,5.4,7.6
7.8,7.8,69,2,0.0,4,8,8,0,1.5,68,17,0.4,3.0,1.0,2,5.8,10.0
4.1,6.6,80,9,1.8,8,5,2,0,0.2,73,16,3.7,1.6,2.6,9,4.9,10.0
6.3,4.4,74,7,1.9,8,10,6,1,0.7,129,10,1.5,1.6,0.4,10,6.7,10.0
5.4,6.1,69,9,1.4,4,7,1,0,0.9,132,11,3.8,1.2,0.7,7,6.5,10.0
2.4,5.6,79,10,1.5,5,2,3,1,0.4,34,12,1.4,3.8,1.1,5,5.9,7.9
0.0,7.6,71,6,0.8,6,8,6,0,1.7,98,5,2.2,0.0,1.3,3,11.1,1.4
0.3,6.5,56,2,2.0,1,1,1,0,1.3,135,16,1.1,0.0,1.0,2,5.0,4.1
5.2,8.2,91,9,0.4,6,7,7,1,1.0,91,8,1.8,0.0,1.0,6,6.1,6.3
4.4,9.5,84,5,0.9,1,2,10,0,0.9,71,13,3.2,1.9,0.0,4,7.9,8.8
4.5,9.1,78,1,1.3,4,8,3,0,1.7,133,20,3.8,1.6,1.5,9,4.3,10.0
4.6,7.1,82,6,0.0,6,9,6,1,0.9,79,20,3.4,0.9,0.0,6,8.3,10.0
6.0,6.1,71,8,1.9,9,10,6,0,0.6,99,17,4.7,0.0,0.7,9,3.5,10.0
5.8,9.9,50,7,2.2,5,7,6,0,1.2,137,12,3.1,1.1,1.3,6,4.1,10.0
5.3,8.7,85,2,1.6,5,4,4,0,1.2,58,11,0.7,0.3,0.0,2,6.8,5.3
5.5,7.3,66,4,2.3,1,8,1,1,0.5,89,7,3.3,3.8,1.1,10,7.7,10.0
4.9,5.7,95,7,0.0,8,2,2,0,0.8,88,17,3.5,3.1,0.7,8,5.4,10.0
5.6,8.3,94,2,0.0,4,6,9,0,1.0,144,5,1.8,0.9,1.8,9,5.7,8.0
4.7,5.2,58,10,0.5,2,10,5,1,0.6,65,17,2.2,0.7,1.0,8,6.1,9.7
3.4,6.8,87,2,1.1,9,1,4,1,0.5,80,11,2.2,1.2,1.7,6,6.3,7.2
3.9,5.8,73,9,1.5,3,4,3,1,1.5,103,11,1.6,0.7,0.3,5,5.0,7.6
3.4,6.0,85,2,1.2,1,2,7,0,1.0,97,13,3.2,0.0,0.3,6,5.2,8.1
4.5,5.7,92,10,1.1,3,10,10,1,1.1,144,12,3.7,0.6,1.3,2,7.2,10.0
7.3,7.0,87,5,0.0,2,2,8,0,0.5,35,8,1.9,3.3,3.0,6,6.5,10.0
7.5,5.2,68,6,0.8,7,6,7,0,0.0,84,11,2.1,2.7,0.1,3,6.8,10.0
8.5,7.5,98,2,0.6,8,8,1,1,1.5,73,12,1.0,1.0,0.3,4,5.5,10.0
1.4,8.4,63,1,1.1,3,4,10,1,0.9,130,20,3.2,1.1,1.5,4,5.5,8.1
3.0,5.7,66,6,0.7,2,3,2,0,1.4,39,14,2.8,1.8,0.3,2,6.5,8.3
3.9,6.8,50,10,1.2,2,1,9,0,0.8,115,19,2.3,1.6,1.8,10,3.5,10.0
5.7,7.7,51,6,1.9,4,3,2,1,1.2,121,9,1.7,0.7,0.7,6,2.0,8.5
0.8,5.7,65,10,1.8,5,6,1,1,1.2,128,11,3.2,2.3,2.4,3,7.2,8.2
8.1,9.5,65,6,1.8,6,2,1,1,0.6,38,20,0.0,1.3,0.4,5,2.8,9.4
6.8,8.4,95,5,0.4,1,5,7,1,1.0,103,8,1.2,1.1,0.9,2,12.6,8.6
4.6,6.8,93,9,1.7,9,2,5,0,1.0,150,16,3.7,0.6,0.7,4,3.4,10.0
4.1,6.1,69,1,2.5,9,6,1,1,1.1,119,15,1.5,3.1,1.4,5,6.3,10.0
7.7,7.5,58,0,1.4,9,10,6,0,1.2,41,9,3.6,1.2,1.7,10,4.7,10.0
